Category,Region,Year,Value
Hardwood,Maramures,1990,157.3
Hardwood,Maramures,1991,157.2
Hardwood,Maramures,1992,158.3
Hardwood,Maramures,1993,158.2
Hardwood,Maramures,1994,158.7
Hardwood,Maramures,1995,158.7
Hardwood,Maramures,1996,158.8
Hardwood,Maramures,1997,161.2
Hardwood,Maramures,1998,163.0
Hardwood,Maramures,1999,162.9
Hardwood,Maramures,2000,162.8
Hardwood,Maramures,2001,162.8
Hardwood,Maramures,2002,162.9
Hardwood,Maramures,2003,162.6
Hardwood,Maramures,2004,162.4
Hardwood,Maramures,2005,163.8
Hardwood,Maramures,2006,161.7
Hardwood,Maramures,2007,147.2
Hardwood,Maramures,2008,142.9
Hardwood,Maramures,2009,142.6
Hardwood,Maramures,2010,142.6
Hardwood,Maramures,2011,143.2
Hardwood,Maramures,2012,143.8
Hardwood,Maramures,2013,145.0
Hardwood,Maramures,2014,145.6
Hardwood,Maramures,2015,145.0
Hardwood,Maramures,2016,146.0
Hardwood,Maramures,2017,146.5
Hardwood,Maramures,2018,145.7
Hardwood,Maramures,2019,146.3
Hardwood,'Satu Mare',1990,63.2
Hardwood,'Satu Mare',1991,63.2
Hardwood,'Satu Mare',1992,63.1
Hardwood,'Satu Mare',1993,63.3
Hardwood,'Satu Mare',1994,60.7
Hardwood,'Satu Mare',1995,60.9
Hardwood,'Satu Mare',1996,62.8
Hardwood,'Satu Mare',1997,62.8
Hardwood,'Satu Mare',1998,62.7
Hardwood,'Satu Mare',1999,62.7
Hardwood,'Satu Mare',2000,62.7
Hardwood,'Satu Mare',2001,62.8
Hardwood,'Satu Mare',2002,62.9
Hardwood,'Satu Mare',2003,62.9
Hardwood,'Satu Mare',2004,62.9
Hardwood,'Satu Mare',2005,63.0
Hardwood,'Satu Mare',2006,65.3
Hardwood,'Satu Mare',2007,65.4
Hardwood,'Satu Mare',2008,67.7
Hardwood,'Satu Mare',2009,67.7
Hardwood,'Satu Mare',2010,68.4
Hardwood,'Satu Mare',2011,68.3
Hardwood,'Satu Mare',2012,68.3
Hardwood,'Satu Mare',2013,68.5
Hardwood,'Satu Mare',2014,68.6
Hardwood,'Satu Mare',2015,68.5
Hardwood,'Satu Mare',2016,68.3
Hardwood,'Satu Mare',2017,68.3
Hardwood,'Satu Mare',2018,68.0
Hardwood,'Satu Mare',2019,68.0
Hardwood,Salaj,1990,87.7
Hardwood,Salaj,1991,88.0
Hardwood,Salaj,1992,88.3
Hardwood,Salaj,1993,88.3
Hardwood,Salaj,1994,88.2
Hardwood,Salaj,1995,88.5
Hardwood,Salaj,1996,88.4
Hardwood,Salaj,1997,88.5
Hardwood,Salaj,1998,88.5
Hardwood,Salaj,1999,88.6
Hardwood,Salaj,2000,88.7
Hardwood,Salaj,2001,88.7
Hardwood,Salaj,2002,88.7
Hardwood,Salaj,2003,88.6
Hardwood,Salaj,2004,87.9
Hardwood,Salaj,2005,88.2
Hardwood,Salaj,2006,88.2
Hardwood,Salaj,2007,88.2
Hardwood,Salaj,2008,88.1
Hardwood,Salaj,2009,88.1
Hardwood,Salaj,2010,87.9
Hardwood,Salaj,2011,87.9
Hardwood,Salaj,2012,87.8
Hardwood,Salaj,2013,87.8
Hardwood,Salaj,2014,87.8
Hardwood,Salaj,2015,88.0
Hardwood,Salaj,2016,88.1
Hardwood,Salaj,2017,88.5
Hardwood,Salaj,2018,88.3
Hardwood,Salaj,2019,88.9
Hardwood,'Regiunea CENTRU',1990,651.3
Hardwood,'Regiunea CENTRU',1991,651.3
Hardwood,'Regiunea CENTRU',1992,652.4
Hardwood,'Regiunea CENTRU',1993,652.8
Hardwood,'Regiunea CENTRU',1994,652.3
Hardwood,'Regiunea CENTRU',1995,655.2
Hardwood,'Regiunea CENTRU',1996,656.7
Hardwood,'Regiunea CENTRU',1997,655.7
Hardwood,'Regiunea CENTRU',1998,656.6
Hardwood,'Regiunea CENTRU',1999,657.1
Hardwood,'Regiunea CENTRU',2000,657.7
Hardwood,'Regiunea CENTRU',2001,659.6
Hardwood,'Regiunea CENTRU',2002,660.1
Hardwood,'Regiunea CENTRU',2003,668.5
Hardwood,'Regiunea CENTRU',2004,656.8
Hardwood,'Regiunea CENTRU',2005,657.6
Hardwood,'Regiunea CENTRU',2006,663.8
Hardwood,'Regiunea CENTRU',2007,678.0
Hardwood,'Regiunea CENTRU',2008,679.1
Hardwood,'Regiunea CENTRU',2009,679.2
Hardwood,'Regiunea CENTRU',2010,677.9
Hardwood,'Regiunea CENTRU',2011,676.7
Hardwood,'Regiunea CENTRU',2012,675.1
Hardwood,'Regiunea CENTRU',2013,678.3
Hardwood,'Regiunea CENTRU',2014,681.5
Hardwood,'Regiunea CENTRU',2015,687.6
Hardwood,'Regiunea CENTRU',2016,689.4
Hardwood,'Regiunea CENTRU',2017,692.4
Hardwood,'Regiunea CENTRU',2018,698.4
Hardwood,'Regiunea CENTRU',2019,699.7
Hardwood,Alba,1990,134.3
Hardwood,Alba,1991,134.0
Hardwood,Alba,1992,133.7
Hardwood,Alba,1993,133.6
Hardwood,Alba,1994,134.0
Hardwood,Alba,1995,134.2
Hardwood,Alba,1996,134.2
Hardwood,Alba,1997,134.2
Hardwood,Alba,1998,134.2
Hardwood,Alba,1999,134.2
Hardwood,Alba,2000,134.5
Hardwood,Alba,2001,134.5
Hardwood,Alba,2002,134.4
Hardwood,Alba,2003,133.4
Hardwood,Alba,2004,132.2
Hardwood,Alba,2005,129.6
Hardwood,Alba,2006,130.5
Hardwood,Alba,2007,126.9
Hardwood,Alba,2008,130.7
Hardwood,Alba,2009,128.3
Hardwood,Alba,2010,128.1
Hardwood,Alba,2011,127.5
Hardwood,Alba,2012,127.6
Hardwood,Alba,2013,128.1
Hardwood,Alba,2014,128.8
Hardwood,Alba,2015,129.9
Hardwood,Alba,2016,130.2
Hardwood,Alba,2017,130.4
Hardwood,Alba,2018,132.6
Hardwood,Alba,2019,132.8
Hardwood,Brasov,1990,122.0
Hardwood,Brasov,1991,122.1
Hardwood,Brasov,1992,122.5
Hardwood,Brasov,1993,123.2
Hardwood,Brasov,1994,122.8
Hardwood,Brasov,1995,122.7
Hardwood,Brasov,1996,122.9
Hardwood,Brasov,1997,121.9
Hardwood,Brasov,1998,122.5
Hardwood,Brasov,1999,122.5
Hardwood,Brasov,2000,122.5
Hardwood,Brasov,2001,122.4
Hardwood,Brasov,2002,123.0
Hardwood,Brasov,2003,123.1
Hardwood,Brasov,2004,121.0
Hardwood,Brasov,2005,123.1
Hardwood,Brasov,2006,127.1
Hardwood,Brasov,2007,130.1
Hardwood,Brasov,2008,131.9
Hardwood,Brasov,2009,131.2
Hardwood,Brasov,2010,131.6
Hardwood,Brasov,2011,131.2
Hardwood,Brasov,2012,131.6
Hardwood,Brasov,2013,132.3
Hardwood,Brasov,2014,133.3
Hardwood,Brasov,2015,132.2
Hardwood,Brasov,2016,131.7
Hardwood,Brasov,2017,132.3
Hardwood,Brasov,2018,132.3
Hardwood,Brasov,2019,132.6
Hardwood,Covasna,1990,95.2
Hardwood,Covasna,1991,95.2
Hardwood,Covasna,1992,95.1
Hardwood,Covasna,1993,95.1
Hardwood,Covasna,1994,95.1
Hardwood,Covasna,1995,95.8
Hardwood,Covasna,1996,96.7
Hardwood,Covasna,1997,96.8
Hardwood,Covasna,1998,97.1
Hardwood,Covasna,1999,97.2
Hardwood,Covasna,2000,97.6
Hardwood,Covasna,2001,98.4
Hardwood,Covasna,2002,98.1
Hardwood,Covasna,2003,99.6
Hardwood,Covasna,2004,99.1
Hardwood,Covasna,2005,98.7
Hardwood,Covasna,2006,96.9
Hardwood,Covasna,2007,101.9
Hardwood,Covasna,2008,96.3
Hardwood,Covasna,2009,100.8
Hardwood,Covasna,2010,100.2
Hardwood,Covasna,2011,101.0
Hardwood,Covasna,2012,100.9
Hardwood,Covasna,2013,102.1
Hardwood,Covasna,2014,102.2
Hardwood,Covasna,2015,103.9
Hardwood,Covasna,2016,104.2
Hardwood,Covasna,2017,105.6
Hardwood,Covasna,2018,106.1
Hardwood,Covasna,2019,106.2
Hardwood,Harghita,1990,58.7
Hardwood,Harghita,1991,58.4
Hardwood,Harghita,1992,58.7
Hardwood,Harghita,1993,58.3
Hardwood,Harghita,1994,57.2
Hardwood,Harghita,1995,59.3
Hardwood,Harghita,1996,59.1
Hardwood,Harghita,1997,59.1
Hardwood,Harghita,1998,58.8
Hardwood,Harghita,1999,58.7
Hardwood,Harghita,2000,59.0
Hardwood,Harghita,2001,59.1
Hardwood,Harghita,2002,59.2
Hardwood,Harghita,2003,67.1
Hardwood,Harghita,2004,59.8
Hardwood,Harghita,2005,60.0
Hardwood,Harghita,2006,63.5
Hardwood,Harghita,2007,68.2
Hardwood,Harghita,2008,65.9
Hardwood,Harghita,2009,66.3
Hardwood,Harghita,2010,63.6
Hardwood,Harghita,2011,64.5
Hardwood,Harghita,2012,62.3
Hardwood,Harghita,2013,66.5
Hardwood,Harghita,2014,67.1
Hardwood,Harghita,2015,69.5
Hardwood,Harghita,2016,69.7
Hardwood,Harghita,2017,71.7
Hardwood,Harghita,2018,71.2
Hardwood,Harghita,2019,71.3
Hardwood,Mures,1990,126.6
Hardwood,Mures,1991,127.1
Hardwood,Mures,1992,127.3
Hardwood,Mures,1993,127.6
Hardwood,Mures,1994,128.1
Hardwood,Mures,1995,127.9
Hardwood,Mures,1996,128.1
Hardwood,Mures,1997,128.0
Hardwood,Mures,1998,128.3
Hardwood,Mures,1999,128.3
Hardwood,Mures,2000,128.0
Hardwood,Mures,2001,129.0
Hardwood,Mures,2002,129.3
Hardwood,Mures,2003,129.4
Hardwood,Mures,2004,129.5
Hardwood,Mures,2005,129.9
Hardwood,Mures,2006,129.6
Hardwood,Mures,2007,130.2
Hardwood,Mures,2008,137.0
Hardwood,Mures,2009,133.4
Hardwood,Mures,2010,134.3
Hardwood,Mures,2011,132.2
Hardwood,Mures,2012,132.1
Hardwood,Mures,2013,128.6
Hardwood,Mures,2014,128.1
Hardwood,Mures,2015,129.7
Hardwood,Mures,2016,131.3
Hardwood,Mures,2017,129.3
Hardwood,Mures,2018,131.6
Hardwood,Mures,2019,132.0
Hardwood,Sibiu,1990,114.5
Hardwood,Sibiu,1991,114.5
Hardwood,Sibiu,1992,115.1
Hardwood,Sibiu,1993,115.0
Hardwood,Sibiu,1994,115.1
Hardwood,Sibiu,1995,115.3
Hardwood,Sibiu,1996,115.7
Hardwood,Sibiu,1997,115.7
Hardwood,Sibiu,1998,115.7
Hardwood,Sibiu,1999,116.2
Hardwood,Sibiu,2000,116.1
Hardwood,Sibiu,2001,116.2
Hardwood,Sibiu,2002,116.1
Hardwood,Sibiu,2003,115.9
Hardwood,Sibiu,2004,115.2
Hardwood,Sibiu,2005,116.3
Hardwood,Sibiu,2006,116.2
Hardwood,Sibiu,2007,120.7
Hardwood,Sibiu,2008,117.3
Hardwood,Sibiu,2009,119.2
Hardwood,Sibiu,2010,120.1
Hardwood,Sibiu,2011,120.3
Hardwood,Sibiu,2012,120.6
Hardwood,Sibiu,2013,120.7
Hardwood,Sibiu,2014,122.0
Hardwood,Sibiu,2015,122.4
Hardwood,Sibiu,2016,122.3
Hardwood,Sibiu,2017,123.1
Hardwood,Sibiu,2018,124.6
Hardwood,Sibiu,2019,124.8
Hardwood,'MACROREGIUNEA DOI',1990,995.0
Hardwood,'MACROREGIUNEA DOI',1991,995.3
Hardwood,'MACROREGIUNEA DOI',1992,995.4
Hardwood,'MACROREGIUNEA DOI',1993,992.9
Hardwood,'MACROREGIUNEA DOI',1994,995.5
Hardwood,'MACROREGIUNEA DOI',1995,997.3
Hardwood,'MACROREGIUNEA DOI',1996,996.7
Hardwood,'MACROREGIUNEA DOI',1997,995.8
Hardwood,'MACROREGIUNEA DOI',1998,997.7
Hardwood,'MACROREGIUNEA DOI',1999,1001.1
Hardwood,'MACROREGIUNEA DOI',2000,1002.0
Hardwood,'MACROREGIUNEA DOI',2001,1002.5
Hardwood,'MACROREGIUNEA DOI',2002,1007.0
Hardwood,'MACROREGIUNEA DOI',2003,1008.4
Hardwood,'MACROREGIUNEA DOI',2004,1012.4
Hardwood,'MACROREGIUNEA DOI',2005,1012.0
Hardwood,'MACROREGIUNEA DOI',2006,1010.6
Hardwood,'MACROREGIUNEA DOI',2007,1012.1
Hardwood,'MACROREGIUNEA DOI',2008,989.2
Hardwood,'MACROREGIUNEA DOI',2009,1011.6
Hardwood,'MACROREGIUNEA DOI',2010,1010.3
Hardwood,'MACROREGIUNEA DOI',2011,1005.2
Hardwood,'MACROREGIUNEA DOI',2012,1012.8
Hardwood,'MACROREGIUNEA DOI',2013,1013.1
Hardwood,'MACROREGIUNEA DOI',2014,1018.2
Hardwood,'MACROREGIUNEA DOI',2015,1022.8
Hardwood,'MACROREGIUNEA DOI',2016,1027.2
Hardwood,'MACROREGIUNEA DOI',2017,1029.3
Hardwood,'MACROREGIUNEA DOI',2018,1031.8
Hardwood,'MACROREGIUNEA DOI',2019,1034.0
Hardwood,'Regiunea NORD-EST',1990,586.5
Hardwood,'Regiunea NORD-EST',1991,588.0
Hardwood,'Regiunea NORD-EST',1992,586.6
Hardwood,'Regiunea NORD-EST',1993,587.2
Hardwood,'Regiunea NORD-EST',1994,587.6
Hardwood,'Regiunea NORD-EST',1995,588.3
Hardwood,'Regiunea NORD-EST',1996,589.2
Hardwood,'Regiunea NORD-EST',1997,588.9
Hardwood,'Regiunea NORD-EST',1998,589.8
Hardwood,'Regiunea NORD-EST',1999,591.6
Hardwood,'Regiunea NORD-EST',2000,592.6
Hardwood,'Regiunea NORD-EST',2001,591.9
Hardwood,'Regiunea NORD-EST',2002,590.5
Hardwood,'Regiunea NORD-EST',2003,598.0
Hardwood,'Regiunea NORD-EST',2004,597.9
Hardwood,'Regiunea NORD-EST',2005,598.8
Hardwood,'Regiunea NORD-EST',2006,599.8
Hardwood,'Regiunea NORD-EST',2007,596.6
Hardwood,'Regiunea NORD-EST',2008,581.3
Hardwood,'Regiunea NORD-EST',2009,597.5
Hardwood,'Regiunea NORD-EST',2010,598.5
Hardwood,'Regiunea NORD-EST',2011,601.5
Hardwood,'Regiunea NORD-EST',2012,603.0
Hardwood,'Regiunea NORD-EST',2013,603.8
Hardwood,'Regiunea NORD-EST',2014,606.7
Hardwood,'Regiunea NORD-EST',2015,610.1
Hardwood,'Regiunea NORD-EST',2016,613.2
Hardwood,'Regiunea NORD-EST',2017,614.4
Hardwood,'Regiunea NORD-EST',2018,616.4
Hardwood,'Regiunea NORD-EST',2019,616.6
Hardwood,Bacau,1990,167.7
Hardwood,Bacau,1991,167.6
Hardwood,Bacau,1992,177.2
Hardwood,Bacau,1993,167.8
Hardwood,Bacau,1994,167.2
Hardwood,Bacau,1995,168.0
Hardwood,Bacau,1996,168.6
Hardwood,Bacau,1997,168.3
Hardwood,Bacau,1998,169.7
Hardwood,Bacau,1999,171.4
Hardwood,Bacau,2000,172.4
Hardwood,Bacau,2001,172.4
Hardwood,Bacau,2002,172.7
Hardwood,Bacau,2003,178.5
Hardwood,Bacau,2004,176.1
Hardwood,Bacau,2005,175.5
Hardwood,Bacau,2006,174.0
Hardwood,Bacau,2007,173.1
Hardwood,Bacau,2008,164.6
Hardwood,Bacau,2009,172.9
Hardwood,Bacau,2010,174.1
Hardwood,Bacau,2011,174.7
Hardwood,Bacau,2012,174.8
Hardwood,Bacau,2013,174.7
Hardwood,Bacau,2014,175.2
Hardwood,Bacau,2015,175.6
Hardwood,Bacau,2016,176.9
Hardwood,Bacau,2017,177.6
Hardwood,Bacau,2018,178.6
Hardwood,Bacau,2019,178.7
Hardwood,Botosani,1990,53.6
Hardwood,Botosani,1991,53.7
Hardwood,Botosani,1992,53.5
Hardwood,Botosani,1993,53.4
Hardwood,Botosani,1994,53.4
Hardwood,Botosani,1995,53.3
Hardwood,Botosani,1996,53.3
Hardwood,Botosani,1997,53.4
Hardwood,Botosani,1998,53.4
Hardwood,Botosani,1999,53.3
Hardwood,Botosani,2000,53.4
Hardwood,Botosani,2001,53.2
Hardwood,Botosani,2002,53.4
Hardwood,Botosani,2003,53.5
Hardwood,Botosani,2004,53.6
Hardwood,Botosani,2005,53.7
Hardwood,Botosani,2006,53.8
Hardwood,Botosani,2007,53.7
Hardwood,Botosani,2008,53.9
Hardwood,Botosani,2009,54.0
Hardwood,Botosani,2010,54.0
Hardwood,Botosani,2011,54.2
Hardwood,Botosani,2012,54.2
Hardwood,Botosani,2013,54.3
Hardwood,Botosani,2014,54.8
Hardwood,Botosani,2015,55.2
Hardwood,Botosani,2016,55.4
Hardwood,Botosani,2017,55.5
Hardwood,Botosani,2018,55.5
Hardwood,Botosani,2019,55.5
Hardwood,Iasi,1990,91.1
Hardwood,Iasi,1991,91.3
Hardwood,Iasi,1992,90.9
Hardwood,Iasi,1993,91.1
Hardwood,Iasi,1994,91.5
Hardwood,Iasi,1995,91.6
Hardwood,Iasi,1996,91.6
Hardwood,Iasi,1997,91.3
Hardwood,Iasi,1998,90.8
Hardwood,Iasi,1999,90.9
Hardwood,Iasi,2000,91.2
Hardwood,Iasi,2001,91.1
Hardwood,Iasi,2002,91.0
Hardwood,Iasi,2003,91.1
Hardwood,Iasi,2004,91.6
Hardwood,Iasi,2005,91.8
Hardwood,Iasi,2006,91.9
Hardwood,Iasi,2007,91.9
Hardwood,Iasi,2008,93.0
Hardwood,Iasi,2009,92.0
Hardwood,Iasi,2010,92.0
Hardwood,Iasi,2011,92.1
Hardwood,Iasi,2012,92.0
Hardwood,Iasi,2013,92.2
Hardwood,Iasi,2014,92.2
Hardwood,Iasi,2015,92.6
Hardwood,Iasi,2016,92.8
Hardwood,Iasi,2017,93.0
Hardwood,Iasi,2018,93.2
Hardwood,Iasi,2019,93.2
Hardwood,Neamt,1990,111.4
Hardwood,Neamt,1991,112.4
Hardwood,Neamt,1992,102.2
Hardwood,Neamt,1993,111.8
Hardwood,Neamt,1994,112.3
Hardwood,Neamt,1995,112.5
Hardwood,Neamt,1996,112.7
Hardwood,Neamt,1997,112.1
Hardwood,Neamt,1998,111.9
Hardwood,Neamt,1999,111.9
Hardwood,Neamt,2000,111.8
Hardwood,Neamt,2001,111.8
Hardwood,Neamt,2002,109.9
Hardwood,Neamt,2003,110.4
Hardwood,Neamt,2004,112.0
Hardwood,Neamt,2005,112.2
Hardwood,Neamt,2006,111.9
Hardwood,Neamt,2007,111.9
Hardwood,Neamt,2008,112.0
Hardwood,Neamt,2009,112.4
Hardwood,Neamt,2010,112.8
Hardwood,Neamt,2011,114.1
Hardwood,Neamt,2012,115.2
Hardwood,Neamt,2013,115.2
Hardwood,Neamt,2014,116.6
Hardwood,Neamt,2015,117.0
Hardwood,Neamt,2016,117.1
Hardwood,Neamt,2017,117.4
Hardwood,Neamt,2018,117.6
Hardwood,Neamt,2019,117.6
Hardwood,Suceava,1990,94.1
Hardwood,Suceava,1991,94.5
Hardwood,Suceava,1992,94.4
Hardwood,Suceava,1993,94.6
Hardwood,Suceava,1994,94.6
Hardwood,Suceava,1995,94.4
Hardwood,Suceava,1996,94.4
Hardwood,Suceava,1997,95.3
Hardwood,Suceava,1998,95.2
Hardwood,Suceava,1999,95.6
Hardwood,Suceava,2000,95.1
Hardwood,Suceava,2001,94.8
Hardwood,Suceava,2002,95.2
Hardwood,Suceava,2003,95.5
Hardwood,Suceava,2004,95.2
Hardwood,Suceava,2005,95.7
Hardwood,Suceava,2006,96.2
Hardwood,Suceava,2007,95.6
Hardwood,Suceava,2008,95.6
Hardwood,Suceava,2009,95.5
Hardwood,Suceava,2010,94.8
Hardwood,Suceava,2011,95.4
Hardwood,Suceava,2012,95.9
Hardwood,Suceava,2013,96.7
Hardwood,Suceava,2014,97.1
Hardwood,Suceava,2015,98.7
Hardwood,Suceava,2016,100.0
Hardwood,Suceava,2017,99.8
Hardwood,Suceava,2018,100.2
Hardwood,Suceava,2019,100.8
Hardwood,Vaslui,1990,68.6
Hardwood,Vaslui,1991,68.5
Hardwood,Vaslui,1992,68.4
Hardwood,Vaslui,1993,68.5
Hardwood,Vaslui,1994,68.6
Hardwood,Vaslui,1995,68.5
Hardwood,Vaslui,1996,68.6
Hardwood,Vaslui,1997,68.5
Hardwood,Vaslui,1998,68.8
Hardwood,Vaslui,1999,68.5
Hardwood,Vaslui,2000,68.7
Hardwood,Vaslui,2001,68.6
Hardwood,Vaslui,2002,68.3
Hardwood,Vaslui,2003,69.0
Hardwood,Vaslui,2004,69.4
Hardwood,Vaslui,2005,69.9
Hardwood,Vaslui,2006,72.0
Hardwood,Vaslui,2007,70.4
Hardwood,Vaslui,2008,62.2
Hardwood,Vaslui,2009,70.7
Hardwood,Vaslui,2010,70.8
Hardwood,Vaslui,2011,71.0
Hardwood,Vaslui,2012,70.9
Hardwood,Vaslui,2013,70.7
Hardwood,Vaslui,2014,70.8
Hardwood,Vaslui,2015,71.0
Hardwood,Vaslui,2016,71.0
Hardwood,Vaslui,2017,71.1
Hardwood,Vaslui,2018,71.3
Hardwood,Vaslui,2019,70.8
Hardwood,'Regiunea SUD-EST',1990,408.5
Hardwood,'Regiunea SUD-EST',1991,407.3
Hardwood,'Regiunea SUD-EST',1992,408.8
Hardwood,'Regiunea SUD-EST',1993,405.7
Hardwood,'Regiunea SUD-EST',1994,407.9
Hardwood,'Regiunea SUD-EST',1995,409.0
Hardwood,'Regiunea SUD-EST',1996,407.5
Hardwood,'Regiunea SUD-EST',1997,406.9
Hardwood,'Regiunea SUD-EST',1998,407.9
Hardwood,'Regiunea SUD-EST',1999,409.5
Hardwood,'Regiunea SUD-EST',2000,409.4
Hardwood,'Regiunea SUD-EST',2001,410.6
Hardwood,'Regiunea SUD-EST',2002,416.5
Hardwood,'Regiunea SUD-EST',2003,410.4
Hardwood,'Regiunea SUD-EST',2004,414.5
Hardwood,'Regiunea SUD-EST',2005,413.2
Hardwood,'Regiunea SUD-EST',2006,410.8
Hardwood,'Regiunea SUD-EST',2007,415.5
Hardwood,'Regiunea SUD-EST',2008,407.9
Hardwood,'Regiunea SUD-EST',2009,414.1
Hardwood,'Regiunea SUD-EST',2010,411.8
Hardwood,'Regiunea SUD-EST',2011,403.7
Hardwood,'Regiunea SUD-EST',2012,409.8
Hardwood,'Regiunea SUD-EST',2013,409.3
Hardwood,'Regiunea SUD-EST',2014,411.5
Hardwood,'Regiunea SUD-EST',2015,412.7
Hardwood,'Regiunea SUD-EST',2016,414.0
Hardwood,'Regiunea SUD-EST',2017,414.9
Hardwood,'Regiunea SUD-EST',2018,415.4
Hardwood,'Regiunea SUD-EST',2019,417.4
Hardwood,Braila,1990,20.5
Hardwood,Braila,1991,20.4
Hardwood,Braila,1992,20.3
Hardwood,Braila,1993,19.7
Hardwood,Braila,1994,19.7
Hardwood,Braila,1995,19.3
Hardwood,Braila,1996,19.9
Hardwood,Braila,1997,20.2
Hardwood,Braila,1998,20.1
Hardwood,Braila,1999,20.6
Hardwood,Braila,2000,20.6
Hardwood,Braila,2001,20.7
Hardwood,Braila,2002,20.9
Hardwood,Braila,2003,21.5
Hardwood,Braila,2004,22.6
Hardwood,Braila,2005,22.8
Hardwood,Braila,2006,22.5
Hardwood,Braila,2007,22.5
Hardwood,Braila,2008,20.8
Hardwood,Braila,2009,23.3
Hardwood,Braila,2010,23.0
Hardwood,Braila,2011,23.4
Hardwood,Braila,2012,24.5
Hardwood,Braila,2013,24.7
Hardwood,Braila,2014,24.7
Hardwood,Braila,2015,25.0
Hardwood,Braila,2016,24.9
Hardwood,Braila,2017,25.1
Hardwood,Braila,2018,24.9
Hardwood,Braila,2019,25.0
Hardwood,Buzau,1990,109.6
Hardwood,Buzau,1991,109.4
Hardwood,Buzau,1992,110.3
Hardwood,Buzau,1993,110.5
Hardwood,Buzau,1994,111.4
Hardwood,Buzau,1995,111.2
Hardwood,Buzau,1996,110.7
Hardwood,Buzau,1997,111.4
Hardwood,Buzau,1998,111.4
Hardwood,Buzau,1999,111.6
Hardwood,Buzau,2000,111.6
Hardwood,Buzau,2001,112.0
Hardwood,Buzau,2002,111.7
Hardwood,Buzau,2003,111.8
Hardwood,Buzau,2004,111.8
Hardwood,Buzau,2005,111.9
Hardwood,Buzau,2006,107.7
Hardwood,Buzau,2007,111.0
Hardwood,Buzau,2008,108.8
Hardwood,Buzau,2009,109.2
Hardwood,Buzau,2010,108.3
Hardwood,Buzau,2011,103.6
Hardwood,Buzau,2012,107.5
Hardwood,Buzau,2013,109.8
Hardwood,Buzau,2014,111.5
Hardwood,Buzau,2015,109.5
Hardwood,Buzau,2016,110.2
Hardwood,Buzau,2017,110.6
Hardwood,Buzau,2018,110.5
Hardwood,Buzau,2019,110.0
Hardwood,Constanta,1990,30.4
Hardwood,Constanta,1991,28.9
Hardwood,Constanta,1992,28.9
Hardwood,Constanta,1993,28.0
Hardwood,Constanta,1994,28.2
Hardwood,Constanta,1995,28.2
Hardwood,Constanta,1996,28.2
Hardwood,Constanta,1997,27.7
Hardwood,Constanta,1998,28.0
Hardwood,Constanta,1999,28.3
Hardwood,Constanta,2000,28.3
Hardwood,Constanta,2001,28.5
Hardwood,Constanta,2002,28.7
Hardwood,Constanta,2003,28.9
Hardwood,Constanta,2004,29.7
Hardwood,Constanta,2005,30.4
Hardwood,Constanta,2006,32.1
Hardwood,Constanta,2007,32.3
Hardwood,Constanta,2008,32.1
Hardwood,Constanta,2009,31.8
Hardwood,Constanta,2010,31.6
Hardwood,Constanta,2011,31.7
Hardwood,Constanta,2012,32.1
Hardwood,Constanta,2013,32.2
Hardwood,Constanta,2014,32.2
Hardwood,Constanta,2015,32.4
Hardwood,Constanta,2016,32.7
Hardwood,Constanta,2017,32.9
Hardwood,Constanta,2018,33.0
Hardwood,Constanta,2019,33.3
Hardwood,Galati,1990,34.6
Hardwood,Galati,1991,34.8
Hardwood,Galati,1992,34.7
Hardwood,Galati,1993,34.8
Hardwood,Galati,1994,34.9
Hardwood,Galati,1995,34.3
Hardwood,Galati,1996,34.5
Hardwood,Galati,1997,33.5
Hardwood,Galati,1998,33.6
Hardwood,Galati,1999,34.0
Hardwood,Galati,2000,34.0
Hardwood,Galati,2001,34.0
Hardwood,Galati,2002,33.6
Hardwood,Galati,2003,34.0
Hardwood,Galati,2004,34.5
Hardwood,Galati,2005,34.5
Hardwood,Galati,2006,34.2
Hardwood,Galati,2007,35.0
Hardwood,Galati,2008,35.5
Hardwood,Galati,2009,35.7
Hardwood,Galati,2010,35.6
Hardwood,Galati,2011,35.7
Hardwood,Galati,2012,35.7
Hardwood,Galati,2013,35.1
Hardwood,Galati,2014,35.1
Hardwood,Galati,2015,35.2
Hardwood,Galati,2016,35.2
Hardwood,Galati,2017,35.2
Hardwood,Galati,2018,35.3
Hardwood,Galati,2019,35.4
Hardwood,Tulcea,1990,91.7
Hardwood,Tulcea,1991,92.4
Hardwood,Tulcea,1992,92.5
Hardwood,Tulcea,1993,92.2
Hardwood,Tulcea,1994,92.5
Hardwood,Tulcea,1995,92.0
Hardwood,Tulcea,1996,92.1
Hardwood,Tulcea,1997,91.8
Hardwood,Tulcea,1998,91.8
Hardwood,Tulcea,1999,92.0
Hardwood,Tulcea,2000,91.8
Hardwood,Tulcea,2001,91.9
Hardwood,Tulcea,2002,90.2
Hardwood,Tulcea,2003,91.0
Hardwood,Tulcea,2004,89.8
Hardwood,Tulcea,2005,90.1
Hardwood,Tulcea,2006,90.8
Hardwood,Tulcea,2007,90.7
Hardwood,Tulcea,2008,90.4
Hardwood,Tulcea,2009,90.5
Hardwood,Tulcea,2010,90.8
Hardwood,Tulcea,2011,91.0
Hardwood,Tulcea,2012,91.0
Hardwood,Tulcea,2013,90.9
Hardwood,Tulcea,2014,91.4
Hardwood,Tulcea,2015,91.6
Hardwood,Tulcea,2016,92.7
